date,total_transactions,missing_percent,anomaly_count,drift_score,alert
2025-07-11 00:00:00,147,2.14,2,22.2,Healthy
2025-07-12 00:00:00,136,1.28,2,14.27,Healthy
2025-07-13 00:00:00,125,0.2,2,52.66,Healthy
2025-07-14 00:00:00,149,0.38,3,15.59,Healthy
2025-07-15 00:00:00,119,3.76,4,19.06,Healthy
2025-07-16 00:00:00,143,0.71,0,22.57,Healthy
2025-07-17 00:00:00,156,1.22,0,57.77,Healthy
2025-07-18 00:00:00,150,0.73,2,15.72,Healthy
2025-07-19 00:00:00,133,0.53,1,5.78,Healthy
2025-07-20 00:00:00,94,0.41,2,26.35,Healthy
2025-07-21 00:00:00,133,0.86,3,11.99,Healthy
2025-07-22 00:00:00,155,0.75,1,14.22,Healthy
2025-07-23 00:00:00,143,1.19,2,5.82,Healthy
2025-07-24 00:00:00,150,4.42,7,22.4,Anomaly Detected
2025-07-25 00:00:00,154,0.61,3,0,Healthy
2025-07-26 00:00:00,140,0.75,2,2.46,Healthy
2025-07-27 00:00:00,122,0.56,17,207.05,Anomaly + Drift
2025-07-28 00:00:00,137,0,4,28.06,Healthy
2025-07-29 00:00:00,144,0.87,1,27.2,Healthy
2025-07-30 00:00:00,143,0.64,2,10.73,Healthy
2025-07-31 00:00:00,137,0.59,2,10.69,Healthy
2025-08-01 00:00:00,147,1.34,0,23.9,Healthy
2025-08-02 00:00:00,103,0.6,0,12.2,Healthy
2025-08-03 00:00:00,126,0.91,1,14.52,Healthy
2025-08-04 00:00:00,125,0.36,3,13.22,Healthy
2025-08-05 00:00:00,153,1.58,1,26.2,Healthy
2025-08-06 00:00:00,140,0.87,0,6.62,Healthy
2025-08-07 00:00:00,135,1.01,1,14.52,Healthy
2025-08-08 00:00:00,131,0.93,0,13.96,Healthy
2025-08-09 00:00:00,108,0.52,2,30.27,Healthy
2025-08-10 00:00:00,96,0.18,2,22.26,Healthy
2025-08-11 00:00:00,117,0.91,0,12.34,Healthy
2025-08-12 00:00:00,146,0.72,0,29.29,Healthy
2025-08-13 00:00:00,141,4.93,2,9.94,Healthy
2025-08-14 00:00:00,121,0.18,0,6.55,Healthy
2025-08-15 00:00:00,138,2.92,0,0,Healthy
2025-08-16 00:00:00,125,0.29,2,220.54,Drift Detected
2025-08-17 00:00:00,112,1.76,1,11.06,Healthy
2025-08-18 00:00:00,132,0.13,2,28.59,Healthy
2025-08-19 00:00:00,122,0.28,1,33.37,Healthy
2025-08-20 00:00:00,127,0,2,33.44,Healthy
2025-08-21 00:00:00,136,0.6,2,11.9,Healthy
2025-08-22 00:00:00,149,0.65,1,47.65,Healthy
2025-08-23 00:00:00,109,0.71,0,13.78,Healthy
2025-08-24 00:00:00,108,0.67,1,33.7,Healthy
2025-08-25 00:00:00,142,0.69,8,198.31,Anomaly + Drift
2025-08-26 00:00:00,146,1.68,1,27.87,Healthy
2025-08-27 00:00:00,122,0.58,2,0,Healthy
2025-08-28 00:00:00,154,0.21,2,24.74,Healthy
2025-08-29 00:00:00,144,0,2,3.18,Healthy
2025-08-30 00:00:00,127,1.18,2,28.41,Healthy
2025-08-31 00:00:00,112,0.02,2,16.11,Healthy
2025-09-01 00:00:00,134,0.57,2,20.4,Healthy
2025-09-02 00:00:00,122,0.87,1,7.85,Healthy
2025-09-03 00:00:00,132,1.64,3,33.3,Healthy
2025-09-04 00:00:00,155,0.06,3,16.76,Healthy
2025-09-05 00:00:00,128,3.35,0,9.19,Healthy
2025-09-06 00:00:00,116,4.81,0,4.56,Healthy
2025-09-07 00:00:00,119,0,3,7.7,Healthy
2025-09-08 00:00:00,129,0.37,3,10.72,Healthy
2025-09-09 00:00:00,117,1.21,0,11.77,Healthy
2025-09-10 00:00:00,138,0.13,3,30.78,Healthy
2025-09-11 00:00:00,127,0,2,38.33,Healthy
2025-09-12 00:00:00,122,4.73,3,27.89,Healthy
2025-09-13 00:00:00,102,0,1,14.81,Healthy
2025-09-14 00:00:00,111,1.31,1,157.88,Drift Detected
2025-09-15 00:00:00,133,1.62,4,14.08,Healthy
2025-09-16 00:00:00,132,1.22,1,18.61,Healthy
2025-09-17 00:00:00,131,0.56,2,6.84,Healthy
2025-09-18 00:00:00,120,1.03,2,29.1,Healthy
2025-09-19 00:00:00,126,0.35,3,8.64,Healthy
2025-09-20 00:00:00,130,0.78,1,26.16,Healthy
2025-09-21 00:00:00,98,0.85,0,18.07,Healthy
2025-09-22 00:00:00,138,0.86,4,40.59,Healthy
2025-09-23 00:00:00,125,1.1,1,34.76,Healthy
2025-09-24 00:00:00,138,0.85,3,17.38,Healthy
2025-09-25 00:00:00,139,3.87,8,42.97,Anomaly Detected
2025-09-26 00:00:00,108,0.37,1,3.24,Healthy
2025-09-27 00:00:00,98,0.78,2,12.76,Healthy
2025-09-28 00:00:00,105,0.36,0,13.02,Healthy
2025-09-29 00:00:00,130,0.08,0,11.09,Healthy
2025-09-30 00:00:00,126,0.7,0,207.6,Drift Detected
2025-10-01 00:00:00,119,0,2,23.17,Healthy
2025-10-02 00:00:00,132,0.82,4,28.7,Healthy
2025-10-03 00:00:00,115,1.76,14,174.46,Anomaly + Drift
2025-10-04 00:00:00,106,0.95,1,30.67,Healthy
2025-10-05 00:00:00,127,1.82,13,112.79,Anomaly + Drift
2025-10-06 00:00:00,120,0.74,5,136.52,Drift Detected
2025-10-07 00:00:00,123,0.59,3,18.53,Healthy
2025-10-08 00:00:00,126,4.08,1,204.13,Drift Detected
2025-10-09 00:00:00,125,0.68,3,34.88,Healthy
2025-10-10 00:00:00,138,0.32,1,19.86,Healthy
2025-10-11 00:00:00,139,0.43,15,99.63,Anomaly + Drift
2025-10-12 00:00:00,98,0.74,3,27.31,Healthy
2025-10-13 00:00:00,123,0.74,2,40.32,Healthy
2025-10-14 00:00:00,140,0.51,0,0,Healthy
2025-10-15 00:00:00,129,1.47,1,19.03,Healthy
2025-10-16 00:00:00,147,1.11,5,43.12,Healthy
2025-10-17 00:00:00,150,0.87,2,16.65,Healthy
2025-10-18 00:00:00,97,1.69,3,42.11,Healthy
2025-10-19 00:00:00,96,1.76,4,1.73,Healthy
2025-10-20 00:00:00,145,1.06,1,45.04,Healthy
2025-10-21 00:00:00,131,0.47,0,4.03,Healthy
2025-10-22 00:00:00,115,2.1,15,17.44,Anomaly Detected
2025-10-23 00:00:00,132,1.12,3,8.75,Healthy
2025-10-24 00:00:00,113,0.57,1,19.95,Healthy
2025-10-25 00:00:00,119,0.95,0,18.47,Healthy
2025-10-26 00:00:00,94,0,1,39.94,Healthy
2025-10-27 00:00:00,146,0.53,13,33.2,Anomaly Detected
2025-10-28 00:00:00,130,0.26,3,19.45,Healthy
2025-10-29 00:00:00,142,1.13,2,44.61,Healthy
2025-10-30 00:00:00,133,0.63,2,14.68,Healthy
2025-10-31 00:00:00,146,0,2,16.63,Healthy
2025-11-01 00:00:00,119,0.83,13,101.67,Anomaly + Drift
2025-11-02 00:00:00,101,0.48,4,48.79,Healthy
2025-11-03 00:00:00,113,1.53,4,216.31,Drift Detected
2025-11-04 00:00:00,140,0.94,14,24.83,Anomaly Detected
2025-11-05 00:00:00,111,1.33,0,26.51,Healthy
2025-11-06 00:00:00,127,0.64,3,24.74,Healthy
2025-11-07 00:00:00,133,0.85,3,0,Healthy
2025-11-08 00:00:00,100,0.77,2,112.45,Drift Detected
2025-11-09 00:00:00,117,0.08,1,14.41,Healthy
2025-11-10 00:00:00,130,0.47,1,17.71,Healthy
2025-11-11 00:00:00,126,1.07,13,235.36,Anomaly + Drift
2025-11-12 00:00:00,134,0.35,4,19.85,Healthy
2025-11-13 00:00:00,104,0.19,2,35.13,Healthy
2025-11-14 00:00:00,139,3.06,2,23.57,Healthy
2025-11-15 00:00:00,131,0.4,4,35.26,Healthy
2025-11-16 00:00:00,111,2.58,1,30.91,Healthy
2025-11-17 00:00:00,132,2.99,1,19.52,Healthy
2025-11-18 00:00:00,121,0.85,2,42.88,Healthy
2025-11-19 00:00:00,134,0.86,1,23.58,Healthy
2025-11-20 00:00:00,153,2.08,0,25.72,Healthy
2025-11-21 00:00:00,128,1.59,0,8.67,Healthy
2025-11-22 00:00:00,123,0.81,2,0,Healthy
2025-11-23 00:00:00,107,1.64,2,50.59,Healthy
2025-11-24 00:00:00,126,1.29,2,0,Healthy
2025-11-25 00:00:00,130,0.21,1,6.86,Healthy
2025-11-26 00:00:00,144,0.4,2,18.7,Healthy
2025-11-27 00:00:00,130,1.09,4,35.95,Healthy
2025-11-28 00:00:00,121,0.36,3,9.75,Healthy
2025-11-29 00:00:00,115,0.12,2,0.73,Healthy
2025-11-30 00:00:00,123,0.57,2,18.32,Healthy
2025-12-01 00:00:00,139,0.08,1,26.39,Healthy
2025-12-02 00:00:00,138,3.0,1,32.45,Healthy
2025-12-03 00:00:00,131,0.43,4,21.77,Healthy
2025-12-04 00:00:00,136,0.77,2,8.07,Healthy
2025-12-05 00:00:00,120,0.45,2,14.06,Healthy
2025-12-06 00:00:00,118,1.62,2,0,Healthy
2025-12-07 00:00:00,94,1.01,2,0.51,Healthy
2025-12-08 00:00:00,120,1.0,4,259.24,Drift Detected
2025-12-09 00:00:00,156,0.52,3,25.11,Healthy
2025-12-10 00:00:00,120,1.67,2,33.98,Healthy
2025-12-11 00:00:00,132,0.25,0,25.95,Healthy
2025-12-12 00:00:00,146,0.89,2,26.89,Healthy
2025-12-13 00:00:00,112,0.68,1,24.06,Healthy
2025-12-14 00:00:00,119,0.72,3,37.84,Healthy
2025-12-15 00:00:00,140,1.13,0,6.45,Healthy
2025-12-16 00:00:00,132,4.89,2,28.92,Healthy
2025-12-17 00:00:00,132,0.25,0,13.36,Healthy
2025-12-18 00:00:00,135,0.86,14,22.25,Anomaly Detected
2025-12-19 00:00:00,146,0.66,2,33.28,Healthy
2025-12-20 00:00:00,110,0.93,0,14.42,Healthy
2025-12-21 00:00:00,119,0.35,2,39.89,Healthy
2025-12-22 00:00:00,145,4.71,3,10.3,Healthy
2025-12-23 00:00:00,153,1.13,0,34.55,Healthy
2025-12-24 00:00:00,121,1.42,1,26.5,Healthy
2025-12-25 00:00:00,138,0.83,0,25.05,Healthy
2025-12-26 00:00:00,136,0.93,3,37.77,Healthy
2025-12-27 00:00:00,110,0.85,0,28.02,Healthy
2025-12-28 00:00:00,127,1.61,3,38.2,Healthy
2025-12-29 00:00:00,134,0.73,3,41.93,Healthy
2025-12-30 00:00:00,122,4.09,1,18.51,Healthy
2025-12-31 00:00:00,130,0.17,14,28.52,Anomaly Detected
